Epoch,R2 Score
1,-3.3300628662109375
2,-3.451981544494629
3,-3.54561710357666
4,-3.6008715629577637
5,-3.6279869079589844
6,-3.6200385093688965
7,-3.577569007873535
8,-3.552718162536621
9,-3.549941062927246
10,-3.560236930847168
11,-3.576646327972412
12,-3.586421251296997
13,-3.5887908935546875
14,-3.599229335784912
15,-3.6101980209350586
16,-3.6195287704467773
17,-3.62959885597229
18,-3.635906219482422
19,-3.641307830810547
20,-3.6509790420532227
21,-3.662004232406616
22,-3.6638858318328857
23,-3.6552608013153076
24,-3.6391701698303223
25,-3.6197266578674316
26,-3.598886013031006
27,-3.5772831439971924
28,-3.555501937866211
29,-3.5332727432250977
30,-3.511497974395752
31,-3.4912166595458984
32,-3.471405506134033
33,-3.4531564712524414
34,-3.4362025260925293
35,-3.4200267791748047
36,-3.4044156074523926
37,-3.3894524574279785
38,-3.375396251678467
39,-3.3618390560150146
40,-3.348940849304199
41,-3.33717679977417
42,-3.32558536529541
43,-3.3139400482177734
44,-3.3030171394348145
45,-3.2926201820373535
46,-3.2830193042755127
47,-3.2735090255737305
48,-3.2642107009887695
49,-3.255121946334839
50,-3.2463512420654297
51,-3.237779140472412
52,-3.2299346923828125
53,-3.2224318981170654
54,-3.2152204513549805
55,-3.2084767818450928
56,-3.2020602226257324
57,-3.195554733276367
58,-3.1891427040100098
59,-3.182976722717285
60,-3.1768574714660645
61,-3.1707816123962402
62,-3.1647987365722656
63,-3.159209728240967
64,-3.153563976287842
65,-3.1481504440307617
66,-3.142862319946289
67,-3.1375999450683594
68,-3.1326963901519775
69,-3.127851963043213
70,-3.123058319091797
71,-3.1181764602661133
72,-3.113543748855591
73,-3.1088368892669678
74,-3.1042070388793945
75,-3.0999364852905273
76,-3.095670700073242
77,-3.0917325019836426
78,-3.087739944458008
79,-3.0836563110351562
80,-3.0796632766723633
81,-3.0756771564483643
82,-3.0720043182373047
83,-3.0684893131256104
84,-3.0649335384368896
85,-3.0614967346191406
86,-3.058150053024292
87,-3.054669141769409
88,-3.051081657409668
89,-3.0476832389831543
90,-3.044466018676758
91,-3.0413012504577637
92,-3.0380430221557617
93,-3.0349156856536865
94,-3.0317654609680176
95,-3.0285000801086426
96,-3.02540922164917
97,-3.0223798751831055
98,-3.019582509994507
99,-3.0166616439819336
100,-3.013855457305908
101,-3.0109686851501465
102,-3.0080366134643555
103,-3.0051016807556152
104,-3.002321243286133
105,-2.999701976776123
106,-2.9971048831939697
107,-2.994535446166992
108,-2.992088794708252
109,-2.989614486694336
110,-2.9870991706848145
111,-2.984621047973633
112,-2.9821572303771973
113,-2.9797275066375732
114,-2.9772391319274902
115,-2.9746994972229004
116,-2.9720876216888428
117,-2.9695510864257812
118,-2.9671683311462402
119,-2.9647717475891113
120,-2.9623160362243652
121,-2.959897518157959
122,-2.957606315612793
123,-2.955486297607422
124,-2.953305721282959
125,-2.9509875774383545
126,-2.9488139152526855
127,-2.9467315673828125
128,-2.9446234703063965
129,-2.942437171936035
130,-2.940234422683716
131,-2.9382762908935547
132,-2.9362545013427734
133,-2.934133768081665
134,-2.9320640563964844
135,-2.9300458431243896
136,-2.928102493286133
137,-2.9260621070861816
138,-2.9240174293518066
139,-2.9219532012939453
140,-2.9200286865234375
141,-2.918029308319092
142,-2.9160757064819336
143,-2.9139695167541504
144,-2.9118266105651855
145,-2.9097957611083984
146,-2.9078495502471924
147,-2.9058837890625
148,-2.903926134109497
149,-2.90199875831604
150,-2.9001479148864746
151,-2.898306131362915
152,-2.896475076675415
153,-2.894753932952881
154,-2.893155813217163
155,-2.8915350437164307
156,-2.889786720275879
157,-2.888132095336914
158,-2.8864476680755615
159,-2.884711980819702
160,-2.882960081100464
161,-2.8812482357025146
162,-2.8795299530029297
163,-2.877817153930664
164,-2.8761489391326904
165,-2.8745322227478027
166,-2.8728904724121094
167,-2.8712048530578613
168,-2.869558811187744
169,-2.867971897125244
170,-2.8663711547851562
171,-2.86470627784729
172,-2.8630964756011963
173,-2.861515760421753
174,-2.859951972961426
175,-2.8584187030792236
176,-2.8569114208221436
177,-2.8554697036743164
178,-2.854004144668579
179,-2.852452039718628
180,-2.8508214950561523
181,-2.8492398262023926
182,-2.847792625427246
183,-2.846299171447754
184,-2.8447535037994385
185,-2.8431782722473145
186,-2.841639518737793
187,-2.8400306701660156
188,-2.8384392261505127
189,-2.836872100830078
190,-2.8353734016418457
191,-2.83400821685791
192,-2.8327155113220215
193,-2.8312859535217285
194,-2.8297605514526367
195,-2.8281655311584473
196,-2.826603412628174
197,-2.825035572052002
198,-2.8234877586364746
199,-2.822084903717041
200,-2.8207783699035645
