Epoch,R2 Score
1,-3.129378318786621
2,-2.9241156578063965
3,-2.877457618713379
4,-2.7363765239715576
5,-2.4020557403564453
6,-2.0498480796813965
7,-1.745750904083252
8,-1.5034077167510986
9,-1.3148425817489624
10,-1.157686710357666
11,-1.0343780517578125
12,-0.9266992807388306
13,-0.8385840654373169
14,-0.7558746933937073
15,-0.6881113052368164
16,-0.6250327229499817
17,-0.5741005539894104
18,-0.5242345929145813
19,-0.4834660291671753
20,-0.4441332221031189
21,-0.41454029083251953
22,-0.3846954107284546
23,-0.35686272382736206
24,-0.3277761936187744
25,-0.31025803089141846
26,-0.28740936517715454
27,-0.26715153455734253
28,-0.24752581119537354
29,-0.2412547469139099
30,-0.233201801776886
31,-0.22990381717681885
32,-0.2353571057319641
33,-0.22313541173934937
34,-0.20757246017456055
35,-0.1921156644821167
36,-0.17764198780059814
37,-0.16362237930297852
38,-0.15140581130981445
39,-0.13842159509658813
40,-0.1304824948310852
41,-0.124020516872406
42,-0.11351609230041504
43,-0.10585719347000122
44,-0.09533411264419556
45,-0.08660048246383667
46,-0.0792432427406311
47,-0.07122427225112915
48,-0.0704994797706604
49,-0.0651024580001831
50,-0.05799901485443115
51,-0.05050376057624817
52,-0.04646235704421997
53,-0.03922396898269653
54,-0.03226113319396973
55,-0.026006698608398438
56,-0.020005792379379272
57,-0.013986319303512573
58,-0.007974237203598022
59,-0.001799941062927246
60,0.0020189881324768066
61,0.006876468658447266
62,0.012135148048400879
63,0.01755225658416748
64,0.022188961505889893
65,0.026347070932388306
66,0.03076520562171936
67,0.03357213735580444
68,0.03840413689613342
69,0.04260340332984924
70,0.046663641929626465
71,0.05140838027000427
72,0.05547347664833069
73,0.05941355228424072
74,0.0633833110332489
75,0.0664120614528656
76,0.06750282645225525
77,0.07004567980766296
78,0.07251834869384766
79,0.07633253931999207
80,0.07948577404022217
81,0.08259442448616028
82,0.08592081069946289
83,0.08896753191947937
84,0.09204146265983582
85,0.09511885046958923
86,0.09835085272789001
87,0.10125312209129333
88,0.10427016019821167
89,0.10680907964706421
90,0.1095842719078064
91,0.11231100559234619
92,0.1148580014705658
93,0.11713457107543945
94,0.11964669823646545
95,0.12190178036689758
96,0.12358805537223816
97,0.12605437636375427
98,0.12825623154640198
99,0.1306476891040802
100,0.13225498795509338
101,0.1345367133617401
102,0.13622251152992249
103,0.138153076171875
104,0.14012250304222107
105,0.1421697437763214
106,0.1442921757698059
107,0.1458773910999298
108,0.14784076809883118
109,0.14948153495788574
110,0.15109845995903015
111,0.15270143747329712
112,0.15446528792381287
113,0.15589097142219543
114,0.1573677361011505
115,0.1586119532585144
116,0.16010046005249023
117,0.1616886556148529
118,0.16315928101539612
119,0.16466405987739563
120,0.16598114371299744
121,0.1675029695034027
122,0.16888046264648438
123,0.17038372159004211
124,0.17161470651626587
125,0.17296022176742554
126,0.17414259910583496
127,0.1751781702041626
128,0.17653530836105347
129,0.17768451571464539
130,0.17905554175376892
131,0.18028539419174194
132,0.1814764142036438
133,0.182651549577713
134,0.183910071849823
135,0.1851409375667572
136,0.18628820776939392
137,0.18726900219917297
138,0.18816730380058289
139,0.1892533004283905
140,0.1903541386127472
141,0.1915760040283203
142,0.1928192377090454
143,0.194050133228302
144,0.1951252520084381
145,0.19610658288002014
146,0.19709911942481995
147,0.198003888130188
148,0.19884240627288818
149,0.19973328709602356
150,0.20043113827705383
151,0.20136839151382446
152,0.20220768451690674
153,0.20313820242881775
154,0.2039051353931427
155,0.20487090945243835
156,0.20564183592796326
157,0.20633631944656372
158,0.20701470971107483
159,0.20779949426651
160,0.2084481120109558
161,0.2093369960784912
162,0.21006500720977783
163,0.2108154296875
164,0.2115795910358429
165,0.2122739553451538
166,0.2130790650844574
167,0.21383503079414368
168,0.21456632018089294
169,0.21539261937141418
170,0.21612977981567383
171,0.21671289205551147
172,0.21734857559204102
173,0.21790090203285217
174,0.21854820847511292
175,0.21916848421096802
176,0.21974357962608337
177,0.2202700674533844
178,0.2208346724510193
179,0.2214706540107727
180,0.22204548120498657
181,0.22255170345306396
182,0.22307106852531433
183,0.22354769706726074
184,0.22402521967887878
185,0.2246139943599701
186,0.22509095072746277
187,0.2255634069442749
188,0.22604727745056152
189,0.22655946016311646
190,0.22708940505981445
191,0.2276630997657776
192,0.22815725207328796
193,0.2286643385887146
194,0.2291615903377533
195,0.22962287068367004
196,0.23008301854133606
197,0.230507493019104
198,0.2309669554233551
199,0.23146945238113403
200,0.23188689351081848
