Epoch,R2 Score
1,-4.128203392028809
2,-4.159839630126953
3,-4.169370651245117
4,-4.174539566040039
5,-4.194622993469238
6,-4.230709552764893
7,-4.239905834197998
8,-4.266012668609619
9,-4.282502174377441
10,-4.289308071136475
11,-4.299069881439209
12,-4.301198959350586
13,-4.296107292175293
14,-4.280352592468262
15,-4.24208927154541
16,-4.189828395843506
17,-4.144718170166016
18,-4.104658126831055
19,-4.064280033111572
20,-4.014991760253906
21,-3.9552536010742188
22,-3.889404773712158
23,-3.8201284408569336
24,-3.7497496604919434
25,-3.681820869445801
26,-3.616050958633423
27,-3.553917407989502
28,-3.4946470260620117
29,-3.437192916870117
30,-3.381903648376465
31,-3.3287129402160645
32,-3.2772488594055176
33,-3.228891372680664
34,-3.1819534301757812
35,-3.1363778114318848
36,-3.0925228595733643
37,-3.049766778945923
38,-3.0086042881011963
39,-2.968590259552002
40,-2.9302167892456055
41,-2.8930835723876953
42,-2.8571925163269043
43,-2.8219552040100098
44,-2.787848472595215
45,-2.7551140785217285
46,-2.722775936126709
47,-2.689779758453369
48,-2.6579902172088623
49,-2.626923084259033
50,-2.5966334342956543
51,-2.5668983459472656
52,-2.5374951362609863
53,-2.509352922439575
54,-2.4816250801086426
55,-2.454516649246216
56,-2.428022861480713
57,-2.402340888977051
58,-2.376833915710449
59,-2.351590156555176
60,-2.326840877532959
61,-2.302340269088745
62,-2.278287410736084
63,-2.254808187484741
64,-2.231584072113037
65,-2.2089052200317383
66,-2.1865663528442383
67,-2.164497137069702
68,-2.1426568031311035
69,-2.1213643550872803
70,-2.1003758907318115
71,-2.0794684886932373
72,-2.0590853691101074
73,-2.0395126342773438
74,-2.0203723907470703
75,-2.0011539459228516
76,-1.9816640615463257
77,-1.9627821445465088
78,-1.9442402124404907
79,-1.9259684085845947
80,-1.9076967239379883
81,-1.8895978927612305
82,-1.8715341091156006
83,-1.8539693355560303
84,-1.8367191553115845
85,-1.819859504699707
86,-1.8031365871429443
87,-1.7869377136230469
88,-1.7706321477890015
89,-1.754713773727417
90,-1.7386195659637451
91,-1.722715139389038
92,-1.7073800563812256
93,-1.6920950412750244
94,-1.6769180297851562
95,-1.6620347499847412
96,-1.6473424434661865
97,-1.6327881813049316
98,-1.6183538436889648
99,-1.6041038036346436
100,-1.5898661613464355
101,-1.5759092569351196
102,-1.562084674835205
103,-1.5485217571258545
104,-1.5350016355514526
105,-1.5217854976654053
106,-1.508864164352417
107,-1.4960108995437622
108,-1.4834266901016235
109,-1.4710742235183716
110,-1.4586817026138306
111,-1.4465056657791138
112,-1.434417486190796
113,-1.4226124286651611
114,-1.4108364582061768
115,-1.3992398977279663
116,-1.387829065322876
117,-1.3765418529510498
118,-1.3652806282043457
119,-1.3541301488876343
120,-1.3429980278015137
121,-1.3320271968841553
122,-1.3213927745819092
123,-1.3108736276626587
124,-1.3004566431045532
125,-1.2899351119995117
126,-1.2795978784561157
127,-1.269544005393982
128,-1.2597485780715942
129,-1.2499234676361084
130,-1.2402305603027344
131,-1.2307850122451782
132,-1.2212810516357422
133,-1.2117969989776611
134,-1.2024638652801514
135,-1.1934003829956055
136,-1.1844152212142944
137,-1.17552649974823
138,-1.1666626930236816
139,-1.157819151878357
140,-1.1491315364837646
141,-1.1405632495880127
142,-1.1320316791534424
143,-1.1235629320144653
144,-1.115281105041504
145,-1.107088327407837
146,-1.0989515781402588
147,-1.0908372402191162
148,-1.08280611038208
149,-1.0748744010925293
150,-1.0670828819274902
151,-1.0594482421875
152,-1.0518860816955566
153,-1.0444773435592651
154,-1.0371804237365723
155,-1.0298691987991333
156,-1.0225822925567627
157,-1.0153522491455078
158,-1.008196473121643
159,-1.0011579990386963
160,-0.994228184223175
161,-0.9873337149620056
162,-0.9805179834365845
163,-0.9737176895141602
164,-0.9669954776763916
165,-0.9603999257087708
166,-0.9539148807525635
167,-0.9474412202835083
168,-0.9410529136657715
169,-0.9347752332687378
170,-0.9286194443702698
171,-0.922431468963623
172,-0.9163361191749573
173,-0.9102875590324402
174,-0.9043090343475342
175,-0.8984407782554626
176,-0.892569363117218
177,-0.886687695980072
178,-0.8809293508529663
179,-0.87529456615448
180,-0.8697971701622009
181,-0.8642911314964294
182,-0.8588424324989319
183,-0.8534384965896606
184,-0.8481255173683167
185,-0.842838704586029
186,-0.8375831842422485
187,-0.8323416113853455
188,-0.8271598219871521
189,-0.8220705389976501
190,-0.8170076012611389
191,-0.8119916915893555
192,-0.8070098161697388
193,-0.8020778298377991
194,-0.7972264885902405
195,-0.7924071550369263
196,-0.7876649498939514
197,-0.7829585671424866
198,-0.7783200144767761
199,-0.7737398743629456
200,-0.7691628932952881
