Epoch,R2 Score
1,-0.07873197078863536
2,-0.050314969412323274
3,-0.032354857551473715
4,-0.017397162276258316
5,-0.007205311254783353
6,0.004020782532305978
7,0.015388211539641428
8,0.022376070177611895
9,0.02868046910488975
10,0.03288086932282164
11,0.0383178229086108
12,0.04113574926878105
13,0.04698089794703936
14,0.05210800601745341
15,0.05712502722647561
16,0.061613830986873286
17,0.06621551704911066
18,0.06981288563537835
19,0.07318486876585684
20,0.07679308535298879
21,0.08104435860656645
22,0.08414248885880249
23,0.08695096225213722
24,0.0903905837578905
25,0.09376932437599
26,0.09663204812758486
27,0.10021515639934231
28,0.10301826914833911
29,0.10670550357969794
30,0.11014099974990044
31,0.11267202618358485
32,0.11556847658614655
33,0.11847505883110276
34,0.12104592552137683
35,0.1238841064663389
36,0.1265684292382157
37,0.12883872461085427
38,0.13117000501681686
39,0.13250722253939456
40,0.13399534449175482
41,0.13592226403879304
42,0.1380049561321946
43,0.1398834122156557
44,0.14233211383359584
45,0.1439594721021799
46,0.14546567227504908
47,0.1472875946752436
48,0.14930103232439496
49,0.15080780613860434
50,0.1528091662683237
51,0.15478443431141098
52,0.15642218732489277
53,0.1578860722316378
54,0.1589278142724559
55,0.160265707241802
56,0.16107918552342826
57,0.16226872692052513
58,0.16389678768221533
59,0.1657735885045427
60,0.1665123160073131
61,0.1680740766730719
62,0.16953864378918593
63,0.1701294978506448
64,0.170833410701403
65,0.17232327110233298
66,0.17401644946033967
67,0.17520296066927937
68,0.17640779637758325
69,0.17756935420455539
70,0.17836753777299164
71,0.179653466183184
72,0.18088302519977156
73,0.18249667353946747
74,0.18303552639309706
75,0.18414832878521314
76,0.18482696466626514
77,0.18426178057102766
78,0.18505187004120222
79,0.18577909483080207
80,0.18701390558490166
81,0.18810947349706741
82,0.18907031596405777
83,0.1898764624150875
84,0.1907485512846515
85,0.19178901762743794
86,0.1929188213643177
87,0.19366487080923533
88,0.193260074118826
89,0.19357008046018104
90,0.194134122508426
91,0.19442932711915745
92,0.19538412713526637
93,0.19604316877485717
94,0.19675546402186989
95,0.19762970996713403
96,0.19836978400746386
97,0.19905585284934602
98,0.19911978350340348
99,0.19979019921971913
100,0.2003821329015006
101,0.20048300052310952
102,0.20088879113684144
103,0.2015746306980501
104,0.20187746859665623
105,0.2022380090381548
106,0.20224652902674128
107,0.20225466394628788
108,0.20205274304131027
109,0.20229151989377747
110,0.20222727973640886
111,0.20265575755409954
112,0.2030169016028015
113,0.2029635481618654
114,0.20338805182519654
115,0.20370946386251698
116,0.20322437735717974
117,0.20345159213341418
118,0.2039383002078452
119,0.20478174487861495
120,0.20523995002151224
121,0.20586642009823763
122,0.20665897125577326
123,0.20710455128124744
124,0.2076648447903634
125,0.20819349429593575
126,0.20862744987616633
127,0.20899157713376593
128,0.20940451777004193
129,0.2100685613598443
130,0.21045152216689172
131,0.21059934265690466
132,0.21076784796128994
133,0.21078456509952848
134,0.21116963776902525
135,0.2109197925424519
136,0.21095620502655027
137,0.2106976685308536
138,0.2107285195500646
139,0.2110168456541177
140,0.21111108947228907
141,0.2109150891488608
142,0.21094107487414598
143,0.21096359957444277
144,0.21126098920461694
145,0.21112849538633388
146,0.21108671158207237
147,0.21137392027869661
148,0.21124525716745374
149,0.21157116882867172
150,0.21175276187780778
151,0.21208448629613602
152,0.21227004753608258
153,0.2125309770859911
154,0.212515824317057
155,0.21280700749872367
156,0.21260946683971305
157,0.21253643158906743
158,0.21245847000302148
159,0.21225142432594968
160,0.2120517346687038
161,0.21214723712857458
162,0.21217254031405508
163,0.21209556008779346
164,0.2116457024914849
165,0.2117751903550923
166,0.2112516155861897
167,0.21102363103570543
168,0.21091142748996572
169,0.21093716193576373
170,0.21094011326485212
171,0.21103852990052935
172,0.21078049889281908
173,0.21064782120780018
174,0.21078831180477364
175,0.2110358076703589
176,0.2111243314219231
177,0.21078578522891395
178,0.21058473540588646
179,0.21049957823980098
180,0.21007778466926996
181,0.2098646741408674
182,0.20968336382876512
183,0.20948252022099378
184,0.20942451516713334
185,0.20912191488605547
186,0.20888209413810022
187,0.20860928787891814
188,0.2085117820765997
189,0.2082182493323957
190,0.2081042123705092
191,0.20814723264261947
192,0.20789844678346642
193,0.20747742721145473
194,0.20729792791180524
195,0.2072903968633551
196,0.20734330363462206
197,0.20714801459516297
198,0.2069321888694272
199,0.2066948943131674
200,0.2064768879951801
