Epoch,R2 Score
1,-1.9363645315170288
2,-1.9360625743865967
3,-1.875110387802124
4,-1.8101027011871338
5,-1.6975064277648926
6,-1.626180648803711
7,-1.555526852607727
8,-1.5116347074508667
9,-1.4614567756652832
10,-1.4144577980041504
11,-1.373915672302246
12,-1.3491477966308594
13,-1.3131227493286133
14,-1.2831108570098877
15,-1.2548701763153076
16,-1.2218687534332275
17,-1.1961448192596436
18,-1.1722294092178345
19,-1.1471166610717773
20,-1.1206246614456177
21,-1.0943204164505005
22,-1.0699405670166016
23,-1.045706033706665
24,-1.02262282371521
25,-1.001577615737915
26,-0.9834661483764648
27,-0.9627007842063904
28,-0.9428842067718506
29,-0.923757016658783
30,-0.905546247959137
31,-0.8890891075134277
32,-0.8719161748886108
33,-0.8553352355957031
34,-0.8383203744888306
35,-0.8229125738143921
36,-0.8069829344749451
37,-0.7915797829627991
38,-0.7764140367507935
39,-0.7603393197059631
40,-0.7447063326835632
41,-0.7306352853775024
42,-0.7163869738578796
43,-0.7016186714172363
44,-0.6888831853866577
45,-0.6749782562255859
46,-0.6614742279052734
47,-0.6487761735916138
48,-0.63670414686203
49,-0.6251950263977051
50,-0.6125181913375854
51,-0.6000956892967224
52,-0.5879098176956177
53,-0.5770847797393799
54,-0.5660099983215332
55,-0.5542749762535095
56,-0.5429736375808716
57,-0.5327472686767578
58,-0.5225223302841187
59,-0.5123708248138428
60,-0.5027011632919312
61,-0.4931407868862152
62,-0.48432937264442444
63,-0.4752085208892822
64,-0.4664030075073242
65,-0.4579923748970032
66,-0.44930094480514526
67,-0.44143441319465637
68,-0.43327468633651733
69,-0.42560771107673645
70,-0.41820448637008667
71,-0.41054537892341614
72,-0.40294262766838074
73,-0.3954886198043823
74,-0.3886319398880005
75,-0.38240712881088257
76,-0.37601959705352783
77,-0.3697066307067871
78,-0.3633609414100647
79,-0.35715314745903015
80,-0.35149306058883667
81,-0.3461171090602875
82,-0.3403542935848236
83,-0.3349034786224365
84,-0.3301008939743042
85,-0.32450827956199646
86,-0.31899410486221313
87,-0.31380391120910645
88,-0.3092198073863983
89,-0.3043407201766968
90,-0.299643337726593
91,-0.29504555463790894
92,-0.2902228534221649
93,-0.2855125665664673
94,-0.2811490297317505
95,-0.27663499116897583
96,-0.27262091636657715
97,-0.26863834261894226
98,-0.2646694481372833
99,-0.260722279548645
100,-0.25701236724853516
101,-0.2530536651611328
102,-0.2497580349445343
103,-0.24623414874076843
104,-0.24250584840774536
105,-0.23927894234657288
106,-0.23576557636260986
107,-0.23211908340454102
108,-0.22862693667411804
109,-0.22561240196228027
110,-0.22229287028312683
111,-0.21915140748023987
112,-0.21608617901802063
113,-0.21307805180549622
114,-0.2102256417274475
115,-0.2072809636592865
116,-0.20418131351470947
117,-0.20129549503326416
118,-0.198250412940979
119,-0.1953601837158203
120,-0.19293466210365295
121,-0.19029372930526733
122,-0.18757864832878113
123,-0.1851029396057129
124,-0.18259751796722412
125,-0.18002760410308838
126,-0.17757421731948853
127,-0.17518272995948792
128,-0.17266800999641418
129,-0.1702651083469391
130,-0.16781091690063477
131,-0.16560369729995728
132,-0.16339111328125
133,-0.1611849069595337
134,-0.1590299904346466
135,-0.15662816166877747
136,-0.1542859971523285
137,-0.15218564867973328
138,-0.1502787172794342
139,-0.1484868824481964
140,-0.14626049995422363
141,-0.14428308606147766
142,-0.14239183068275452
143,-0.1403895616531372
144,-0.13836055994033813
145,-0.13625136017799377
146,-0.1342044174671173
147,-0.13235509395599365
148,-0.1303965449333191
149,-0.1285899579524994
150,-0.1267940104007721
151,-0.12505149841308594
152,-0.12340784072875977
153,-0.12173360586166382
154,-0.1200471818447113
155,-0.11834070086479187
156,-0.11675161123275757
157,-0.11506780982017517
158,-0.11344456672668457
159,-0.11181971430778503
160,-0.11032634973526001
161,-0.10883170366287231
162,-0.10715731978416443
163,-0.10554730892181396
164,-0.10414054989814758
165,-0.10264420509338379
166,-0.10115811228752136
167,-0.09976205229759216
168,-0.0982973575592041
169,-0.09685856103897095
170,-0.09549960494041443
171,-0.09413021802902222
172,-0.09277966618537903
173,-0.09142512083053589
174,-0.08999529480934143
175,-0.08870178461074829
176,-0.08752670884132385
177,-0.08625593781471252
178,-0.0849507749080658
179,-0.08386483788490295
180,-0.08261913061141968
181,-0.08148142695426941
182,-0.08021673560142517
183,-0.07886776328086853
184,-0.07758936285972595
185,-0.07637163996696472
186,-0.07519251108169556
187,-0.07394808530807495
188,-0.0726669430732727
189,-0.07144483923912048
190,-0.07025125622749329
191,-0.06915140151977539
192,-0.06805023550987244
193,-0.06697845458984375
194,-0.06599336862564087
195,-0.06481695175170898
196,-0.06358981132507324
197,-0.06252133846282959
198,-0.06144818663597107
199,-0.06027400493621826
200,-0.0591522753238678
